wavelength_nm,cie_v_lambda,bpw34_relative_response
603.54,0.58554,0.39178
603.74,0.58298,0.39212
603.94,0.58041,0.39247
604.14,0.57784,0.39281
604.34,0.57527,0.39315
604.53,0.57283,0.39348
604.73,0.57027,0.39382
604.93,0.5677,0.39417
605.13,0.56513,0.39451
605.33,0.56256,0.39486
605.53,0.56,0.3952
605.72,0.55756,0.39553
605.92,0.55499,0.39587
606.12,0.55242,0.39621
606.32,0.54986,0.39656
606.52,0.54729,0.3969
606.71,0.54486,0.39723
606.91,0.54229,0.39757
607.11,0.53973,0.39792
607.31,0.53717,0.39826
607.5,0.53474,0.39859
607.7,0.53219,0.39893
607.9,0.52963,0.39927
608.1,0.52708,0.39962
608.3,0.52454,0.39996
608.49,0.52212,0.40029
608.69,0.51958,0.40063
608.89,0.51703,0.40098
609.09,0.5145,0.40132
609.29,0.51197,0.40166
609.48,0.50957,0.40199
609.68,0.50704,0.40233
609.88,0.50452,0.40268
610.08,0.502,0.40302
610.27,0.49962,0.40335
610.47,0.49711,0.40369
610.67,0.4946,0.40404
610.87,0.4921,0.40438
611.06,0.48972,0.40471
611.26,0.48723,0.40505
611.46,0.48475,0.40539
611.66,0.48226,0.40574
611.85,0.4799,0.40606
612.05,0.47741,0.40641
612.25,0.47494,0.40675
612.45,0.47247,0.4071
612.64,0.47012,0.40742
612.84,0.46765,0.40777
613.04,0.46519,0.40811
613.24,0.46273,0.40845
613.43,0.4604,0.40878
613.63,0.45794,0.40912
613.83,0.45549,0.40947
614.03,0.45304,0.40981
614.22,0.45072,0.41014
614.42,0.44828,0.41048
614.62,0.44584,0.41083
614.82,0.4434,0.41117
615.01,0.44108,0.4115
615.21,0.43865,0.41184
615.41,0.43623,0.41218
615.6,0.43393,0.41251
615.8,0.4315,0.41285
616,0.42908,0.4132
616.2,0.42667,0.41354
616.39,0.42438,0.41387
616.59,0.42197,0.41421
616.79,0.41957,0.41456
616.98,0.41728,0.41488
617.18,0.41488,0.41523
617.38,0.41247,0.41557
617.58,0.41007,0.41591
617.77,0.40779,0.41624
617.97,0.40539,0.41659
618.17,0.40299,0.41693
618.36,0.40071,0.41726
618.56,0.39831,0.4176
618.76,0.39591,0.41794
618.96,0.39351,0.41829
619.15,0.39123,0.41861
619.35,0.38882,0.41896
619.55,0.38641,0.4193
619.74,0.38413,0.41963
619.94,0.38172,0.41997
620.14,0.37931,0.42032
620.33,0.37701,0.42064
620.53,0.3746,0.42099
620.73,0.37218,0.42133
620.92,0.36988,0.42166
621.12,0.36747,0.422
621.32,0.36505,0.42234
621.51,0.36275,0.42267
621.71,0.36033,0.42301
621.91,0.35792,0.42336
622.1,0.35562,0.42369
622.3,0.35321,0.42403
622.5,0.3508,0.42437
622.7,0.34839,0.42472
622.89,0.3461,0.42504
623.09,0.3437,0.42539
623.28,0.34143,0.42571
623.48,0.33904,0.42606
623.68,0.33664,0.4264
623.87,0.33437,0.42673
624.07,0.33199,0.42707
624.27,0.32963,0.42742
624.46,0.32738,0.42774
624.66,0.32502,0.42809
624.86,0.32265,0.42843
625.05,0.32042,0.42876
625.25,0.31808,0.4291
625.45,0.31575,0.42944
625.64,0.31354,0.42977
625.84,0.3112,0.43012
626.04,0.30888,0.43046
626.23,0.3067,0.43079
626.43,0.3044,0.43113
626.63,0.3021,0.43147
626.82,0.29992,0.4318
627.02,0.29763,0.43214
627.21,0.29549,0.43247
627.41,0.29324,0.43281
627.61,0.29098,0.43316
627.8,0.28884,0.43348
628,0.28659,0.43383
628.2,0.2844,0.43417
628.39,0.28232,0.4345
628.59,0.28012,0.43484
628.78,0.27804,0.43517
628.98,0.27584,0.43551
629.18,0.27371,0.43586
629.37,0.27169,0.43618
629.57,0.26957,0.43653
629.76,0.26755,0.43685
629.96,0.26542,0.4372
630.16,0.26336,0.43754
630.35,0.26142,0.43787
630.55,0.25937,0.43821
630.75,0.25732,0.43856
630.94,0.25538,0.43888
631.14,0.25338,0.43923
631.33,0.2515,0.43955
631.53,0.24953,0.4399
631.72,0.24765,0.44022
631.92,0.24568,0.44057
632.12,0.24374,0.44091
632.31,0.24193,0.44124
632.51,0.24002,0.44158
632.7,0.2382,0.44191
632.9,0.23629,0.44225
633.1,0.23441,0.4426
633.29,0.23264,0.44292
633.49,0.23079,0.44327
633.68,0.22902,0.44359
633.88,0.22717,0.44394
634.08,0.22533,0.44428
634.27,0.22361,0.44461
634.47,0.2218,0.44495
634.66,0.22008,0.44528
634.86,0.21827,0.44562
635.05,0.21656,0.44595
635.25,0.21479,0.44629
635.44,0.21311,0.44662
635.64,0.21134,0.44696
635.84,0.20958,0.44731
636.03,0.2079,0.44763
636.23,0.20618,0.44798
636.42,0.20454,0.4483
636.62,0.20282,0.44865
636.81,0.20119,0.44897
637.01,0.19946,0.44932
637.2,0.19787,0.44964
637.4,0.19619,0.44999
637.6,0.19451,0.45033
637.79,0.19292,0.45066
637.99,0.19124,0.451
638.18,0.18968,0.45133
638.38,0.18805,0.45167
638.57,0.18649,0.452
638.77,0.18486,0.45234
638.96,0.1833,0.45267
639.16,0.1817,0.45301
639.35,0.18018,0.45334
639.55,0.17859,0.45368
639.75,0.17699,0.45403
639.94,0.17548,0.45436
640.14,0.17391,0.4547
640.33,0.17243,0.45503
640.53,0.17088,0.45537
640.72,0.1694,0.4557
640.92,0.16785,0.45604
641.11,0.16639,0.45637
641.31,0.16487,0.45671
641.5,0.16343,0.45704
641.7,0.16192,0.45738
641.89,0.16048,0.45771
642.09,0.15898,0.45805
642.28,0.15758,0.45838
642.48,0.15611,0.45872
642.67,0.15471,0.45905
642.87,0.15324,0.45939
643.06,0.15185,0.45972
643.26,0.15042,0.46006
643.45,0.14906,0.46039
643.65,0.14763,0.46073
643.84,0.14627,0.46106
644.04,0.14485,0.4614
644.23,0.14353,0.46173
644.43,0.14215,0.46207
644.62,0.14083,0.4624
644.82,0.13945,0.46274
645.01,0.13813,0.46307
645.21,0.13679,0.46342
645.4,0.13552,0.46374
645.6,0.13418,0.46409
645.79,0.13291,0.46441
645.99,0.13157,0.46476
646.18,0.13033,0.46508
646.38,0.12904,0.46543
646.57,0.12781,0.46575
646.77,0.12651,0.4661
646.96,0.12528,0.46642
647.15,0.12409,0.46675
647.35,0.12284,0.46709
647.54,0.12165,0.46742
647.74,0.1204,0.46776
647.93,0.11922,0.46809
648.13,0.118,0.46844
648.32,0.11686,0.46876
648.52,0.11565,0.46911
648.71,0.11451,0.46943
648.91,0.11331,0.46978
649.1,0.11219,0.4701
649.29,0.1111,0.47043
649.49,0.10994,0.47077
649.68,0.10885,0.4711
649.88,0.10769,0.47144
650.07,0.10661,0.47177
650.27,0.10551,0.47211
650.46,0.10446,0.47244
650.66,0.10335,0.47278
650.85,0.1023,0.47311
651.04,0.10126,0.47344
651.24,0.10021,0.47378
651.43,0.0992,0.47411
651.63,0.09815,0.47445
651.82,0.09714,0.47478
652.02,0.09609,0.47512
652.21,0.09512,0.47545
652.4,0.09416,0.47578
652.6,0.09315,0.47612
652.79,0.09219,0.47645
652.99,0.09117,0.47679
653.18,0.09025,0.47712
653.38,0.08928,0.47746
653.57,0.08835,0.47779
653.76,0.08743,0.47811
653.96,0.08646,0.47846
654.15,0.08557,0.47878
654.35,0.08463,0.47913
654.54,0.08375,0.47945
654.73,0.08286,0.47978
654.93,0.08193,0.48013
655.12,0.08106,0.48045
655.32,0.08017,0.4808
655.51,0.07932,0.48112
655.7,0.07846,0.48145
655.9,0.07757,0.48179
656.09,0.07673,0.48212
656.29,0.07588,0.48246
656.48,0.07506,0.48279
656.67,0.07424,0.48312
656.87,0.07338,0.48346
657.06,0.07258,0.48379
657.26,0.07176,0.48413
657.45,0.07097,0.48446
657.64,0.07019,0.48478
657.84,0.06937,0.48513
658.03,0.06859,0.48545
658.23,0.0678,0.4858
658.42,0.06706,0.48613
658.61,0.06631,0.48645
658.81,0.06552,0.4868
659,0.06477,0.48712
659.19,0.06405,0.48745
659.39,0.0633,0.48779
659.58,0.06258,0.48812
659.77,0.06187,0.48845
659.97,0.06111,0.48879
660.16,0.06042,0.48912
660.36,0.0597,0.48946
660.55,0.05902,0.48979
660.74,0.05833,0.49011
660.94,0.05761,0.49046
661.13,0.05695,0.49078
661.32,0.0563,0.49111
661.52,0.05561,0.49145
661.71,0.05495,0.49178
661.9,0.0543,0.49211
662.1,0.05363,0.49245
662.29,0.053,0.49278
662.48,0.05238,0.49311
662.68,0.05172,0.49345
662.87,0.0511,0.49378
663.06,0.05049,0.4941
663.26,0.04986,0.49445
663.45,0.04927,0.49477
663.64,0.04867,0.4951
663.84,0.04805,0.49544
664.03,0.04746,0.49577
664.22,0.0469,0.4961
664.42,0.0463,0.49644
664.61,0.04574,0.49677
664.8,0.04517,0.49709
665,0.04458,0.49744
665.19,0.04404,0.49776
665.38,0.04351,0.49809
665.58,0.04294,0.49843
665.77,0.04241,0.49876
665.96,0.04187,0.49909
666.16,0.04133,0.49943
666.35,0.04082,0.49976
666.54,0.04031,0.50008
666.74,0.03978,0.50043
666.93,0.03927,0.50076
667.12,0.03878,0.50108
667.31,0.0383,0.50141
667.51,0.0378,0.50175
667.7,0.03732,0.50208
667.89,0.03684,0.50241
668.09,0.03635,0.50275
668.28,0.0359,0.50308
668.47,0.03545,0.5034
668.67,0.03498,0.50375
668.86,0.03453,0.50407
669.05,0.03409,0.5044
669.24,0.03367,0.50473
669.44,0.03323,0.50507
669.63,0.03281,0.5054
669.82,0.0324,0.50572
670.01,0.03198,0.50605
670.21,0.03157,0.50639
670.4,0.03119,0.50672
670.59,0.0308,0.50705
670.79,0.03039,0.50739
670.98,0.03,0.50772
671.17,0.02964,0.50804
671.36,0.02928,0.50837
671.56,0.02891,0.50872
671.75,0.02855,0.50904
671.94,0.02819,0.50937
672.13,0.02785,0.50969
672.33,0.0275,0.51004
672.52,0.02717,0.51037
672.71,0.02684,0.51069
672.9,0.0265,0.51102
673.1,0.02617,0.51136
673.29,0.02586,0.51169
673.48,0.02555,0.51202
673.67,0.02524,0.51234
673.87,0.02492,0.51269
674.06,0.02462,0.51301
674.25,0.02433,0.51334
674.44,0.02404,0.51367
674.64,0.02374,0.51401
674.83,0.02346,0.51434
675.02,0.02317,0.51466
675.21,0.02291,0.51499
675.41,0.02263,0.51533
675.6,0.02236,0.51566
675.79,0.02209,0.51599
675.98,0.02183,0.51631
676.18,0.02157,0.51666
676.37,0.02132,0.51698
676.56,0.02107,0.51731
676.75,0.02083,0.51764
676.94,0.02058,0.51796
677.14,0.02033,0.51831
677.33,0.0201,0.51863
677.52,0.01987,0.51896
677.71,0.01963,0.51929
677.91,0.01939,0.51963
678.1,0.01917,0.51996
678.29,0.01894,0.52028
678.48,0.01872,0.52061
678.67,0.0185,0.52094
678.87,0.01827,0.52128
679.06,0.01805,0.52161
679.25,0.01784,0.52194
679.44,0.01763,0.52226
679.63,0.01741,0.52259
679.83,0.01719,0.52293
680.02,0.01698,0.52326
680.21,0.01677,0.52359
680.4,0.01656,0.52391
680.59,0.01635,0.52424
680.79,0.01613,0.52458
680.98,0.01593,0.52491
681.17,0.01572,0.52524
681.36,0.01552,0.52556
681.55,0.01532,0.52589
681.74,0.01511,0.52622
681.94,0.0149,0.52656
682.13,0.0147,0.52689
682.32,0.01451,0.52721
682.51,0.01431,0.52754
682.7,0.01412,0.52787
682.9,0.01391,0.52821
683.09,0.01372,0.52854
683.28,0.01354,0.52886
683.47,0.01335,0.52919
683.66,0.01317,0.52952
683.85,0.01298,0.52984
684.05,0.01279,0.53019
684.24,0.01262,0.53051
684.43,0.01244,0.53084
684.62,0.01227,0.53117
684.81,0.01209,0.53149
685,0.01192,0.53182
685.19,0.01176,0.53215
685.39,0.01159,0.53249
685.58,0.01143,0.53282
685.77,0.01126,0.53314
685.96,0.0111,0.53347
686.15,0.01095,0.5338
686.34,0.0108,0.53412
686.53,0.01065,0.53445
686.73,0.01049,0.53479
686.92,0.01034,0.53512
687.11,0.01019,0.53545
687.3,0.01005,0.53577
687.49,0.00991,0.5361
687.68,0.00977,0.53643
687.87,0.00963,0.53675
688.07,0.00949,0.5371
688.26,0.00935,0.53742
688.45,0.00922,0.53775
688.64,0.00909,0.53808
688.83,0.00896,0.5384
689.02,0.00883,0.53873
689.21,0.00871,0.53906
689.4,0.00859,0.53938
689.59,0.00847,0.53971
689.79,0.00834,0.54006
689.98,0.00822,0.54038
690.17,0.00811,0.54071
690.36,0.008,0.54104
690.55,0.00789,0.54136
690.74,0.00778,0.54169
690.93,0.00766,0.54202
691.12,0.00756,0.54234
691.31,0.00746,0.54267
691.51,0.00735,0.54301
691.7,0.00725,0.54334
691.89,0.00714,0.54367
692.08,0.00705,0.54399
692.27,0.00695,0.54432
692.46,0.00686,0.54465
692.65,0.00676,0.54497
692.84,0.00667,0.5453
693.03,0.00658,0.54563
693.22,0.00649,0.54595
693.41,0.00641,0.54628
693.6,0.00632,0.54661
693.8,0.00623,0.54695
693.99,0.00614,0.54728
694.18,0.00606,0.5476
694.37,0.00598,0.54793
694.56,0.00591,0.54826
694.75,0.00583,0.54858
694.94,0.00575,0.54891
695.13,0.00567,0.54924
695.32,0.0056,0.54956
695.51,0.00553,0.54989
695.7,0.00546,0.55022
695.89,0.00538,0.55054
696.08,0.00532,0.55087
696.27,0.00525,0.5512
696.46,0.00518,0.55152
696.66,0.00511,0.55187
696.85,0.00505,0.55219
697.04,0.00498,0.55252
697.23,0.00492,0.55285
697.42,0.00486,0.55317
697.61,0.0048,0.5535
697.8,0.00474,0.55383
697.99,0.00468,0.55415
698.18,0.00462,0.55448
698.37,0.00457,0.55481
698.56,0.00451,0.55513
698.75,0.00445,0.55546
698.94,0.0044,0.55579
699.13,0.00434,0.55611
699.32,0.00429,0.55644
699.51,0.00424,0.55677
699.7,0.00419,0.55709
699.89,0.00413,0.55742
700.08,0.00408,0.55775
700.27,0.00403,0.55807
700.46,0.00398,0.5584
700.65,0.00393,0.55873
700.84,0.00388,0.55905
701.03,0.00383,0.55938
701.22,0.00378,0.55971
701.41,0.00374,0.56003
701.6,0.00369,0.56036
701.79,0.00364,0.56069
701.98,0.00359,0.56101
702.17,0.00355,0.56134
702.36,0.0035,0.56167
702.55,0.00346,0.56199
702.74,0.00342,0.56232
702.93,0.00337,0.56264
703.12,0.00333,0.56297
703.31,0.00329,0.5633
703.5,0.00324,0.56362
703.69,0.0032,0.56395
703.88,0.00316,0.56428
704.07,0.00312,0.5646
704.26,0.00308,0.56493
704.45,0.00304,0.56526
704.64,0.003,0.56558
704.83,0.00296,0.56591
705.02,0.00293,0.56624
705.21,0.00289,0.56656
705.4,0.00285,0.56689
705.59,0.00282,0.56722
705.78,0.00278,0.56754
705.97,0.00274,0.56787
706.16,0.00271,0.5682
706.35,0.00268,0.56852
706.54,0.00264,0.56885
706.73,0.00261,0.56918
706.92,0.00257,0.5695
707.11,0.00254,0.56983
707.3,0.00251,0.57016
707.49,0.00248,0.57048
707.68,0.00245,0.57081
707.87,0.00241,0.57114
708.06,0.00238,0.57146
708.25,0.00235,0.57179
708.44,0.00232,0.57212
708.63,0.00229,0.57244
708.82,0.00227,0.57277
709.01,0.00224,0.5731
709.19,0.00221,0.57341
709.38,0.00218,0.57373
709.57,0.00215,0.57406
709.76,0.00213,0.57439
709.95,0.0021,0.57471
710.14,0.00207,0.57504
710.33,0.00205,0.57537
710.52,0.00202,0.57569
710.71,0.00199,0.57602
710.9,0.00197,0.57635
711.09,0.00194,0.57667
711.28,0.00192,0.577
711.47,0.00189,0.57733
711.66,0.00187,0.57765
711.85,0.00184,0.57798
712.03,0.00182,0.57829
712.22,0.0018,0.57862
712.41,0.00177,0.57894
712.6,0.00175,0.57927
712.79,0.00173,0.5796
712.98,0.00171,0.57992
713.17,0.00168,0.58025
713.36,0.00166,0.58058
713.55,0.00164,0.5809
713.74,0.00162,0.58123
713.93,0.0016,0.58156
714.11,0.00158,0.58187
714.3,0.00156,0.58219
714.49,0.00154,0.58252
714.68,0.00152,0.58285
714.87,0.0015,0.58317
715.06,0.00148,0.5835
715.25,0.00146,0.58383
715.44,0.00144,0.58415
715.63,0.00142,0.58448
715.82,0.0014,0.5848
716,0.00138,0.58511
716.19,0.00137,0.58544
716.38,0.00135,0.58577
716.57,0.00133,0.58609
716.76,0.00131,0.58642
716.95,0.0013,0.58675
717.14,0.00128,0.58707
717.33,0.00126,0.5874
717.51,0.00125,0.58771
717.7,0.00123,0.58804
717.89,0.00121,0.58836
718.08,0.0012,0.58869
718.27,0.00118,0.58902
718.46,0.00117,0.58934
718.65,0.00115,0.58967
718.84,0.00114,0.59
719.02,0.00112,0.59031
719.21,0.00111,0.59063
719.4,0.00109,0.59096
719.59,0.00108,0.59129
719.78,0.00106,0.59161
719.97,0.00105,0.59194
720.16,0.00104,0.59227
720.34,0.00102,0.59258
720.53,0.00101,0.5929
720.72,0.000996305,0.59323
720.91,0.000982927,0.59356
721.1,0.000970042,0.59388
721.29,0.0009576,0.59421
721.47,0.000945814,0.59452
721.66,0.000933372,0.59484
721.85,0.000920931,0.59517
722.04,0.00090867,0.5955
722.23,0.000897084,0.59582
722.42,0.000885499,0.59615
722.6,0.000874523,0.59646
722.79,0.000862938,0.59679
722.98,0.000851353,0.59711
723.17,0.000840461,0.59744
723.36,0.000829651,0.59777
723.55,0.000818841,0.59809
723.73,0.0008086,0.5984
723.92,0.00079779,0.59873
724.11,0.000787382,0.59906
724.3,0.000777267,0.59938
724.49,0.000767152,0.59971
724.67,0.000757569,0.60002
724.86,0.000747453,0.60035
725.05,0.000737504,0.60067
725.24,0.00072802,0.601
725.43,0.000718536,0.60133
725.61,0.00070955,0.60164
725.8,0.000700066,0.60196
725.99,0.000690582,0.60229
726.18,0.000681664,0.60262
726.37,0.000672777,0.60294
726.55,0.000664358,0.60325
726.74,0.000655471,0.60358
726.93,0.000646584,0.6039
727.12,0.000638052,0.60423
727.31,0.000629728,0.60456
727.49,0.000621841,0.60487
727.68,0.000613516,0.60519
727.87,0.000605192,0.60552
728.06,0.000597034,0.60585
728.25,0.000589236,0.60617
728.43,0.000581848,0.60648
728.62,0.00057405,0.60681
728.81,0.000566253,0.60714
729,0.000558455,0.60746
729.18,0.000551533,0.60777
729.37,0.000544226,0.6081
729.56,0.00053692,0.60843
729.75,0.000529614,0.60875
729.93,0.000522692,0.60906
730.12,0.00051567,0.60939
730.31,0.000508813,0.60972
730.5,0.000501957,0.61004
730.69,0.0004951,0.61037
730.87,0.000488605,0.61068
731.06,0.000481882,0.611
731.25,0.000475448,0.61133
731.44,0.000469015,0.61166
731.62,0.00046292,0.61197
731.81,0.000456486,0.61229
732,0.000450053,0.61262
732.19,0.000444028,0.61295
732.37,0.000438321,0.61326
732.56,0.000432297,0.61358
732.75,0.000426272,0.61391
732.93,0.000420565,0.61422
733.12,0.00041479,0.61455
733.31,0.000409161,0.61487
733.5,0.000403532,0.6152
733.68,0.000398199,0.61551
733.87,0.00039257,0.61584
734.06,0.000387061,0.61616
734.25,0.000381814,0.61649
734.43,0.000376842,0.6168
734.62,0.000371595,0.61713
734.81,0.000366347,0.61745
734.99,0.000361376,0.61776
735.18,0.000356471,0.61809
735.37,0.000351585,0.61841
735.56,0.000346699,0.61874
735.74,0.00034207,0.61905
735.93,0.000337184,0.61938
736.12,0.00033251,0.6197
736.3,0.000328201,0.62001
736.49,0.000323651,0.62034
736.68,0.000319102,0.62067
736.87,0.000314553,0.62099
737.05,0.000310327,0.6213
737.24,0.000306094,0.62163
737.43,0.000301862,0.62196
737.61,0.000297853,0.62227
737.8,0.000293621,0.62259
737.99,0.000289388,0.62292
738.17,0.000285645,0.62323
738.36,0.000281709,0.62355
738.55,0.000277774,0.62388
738.74,0.000273839,0.62421
738.92,0.000270111,0.62452
739.11,0.000266336,0.62484
739.3,0.000262678,0.62517
739.48,0.000259212,0.62548
739.67,0.000255554,0.62581
739.86,0.000251896,0.62613
740.04,0.000248484,0.62644
740.23,0.000245083,0.62677
740.42,0.000241683,0.6271
740.6,0.000238461,0.62741
740.79,0.000235061,0.62773
740.98,0.00023166,0.62806
741.16,0.000228643,0.62837
741.35,0.000225486,0.6287
741.54,0.000222329,0.62902
741.72,0.000219338,0.62933
741.91,0.000216181,0.62966
742.1,0.000213146,0.62998
742.28,0.000210374,0.63029
742.47,0.000207449,0.63062
742.66,0.000204523,0.63095
742.84,0.000201752,0.63126
743.03,0.000198861,0.63158
743.22,0.000196155,0.63191
743.4,0.000193592,0.63222
743.59,0.000190886,0.63255
743.77,0.000188323,0.63286
743.96,0.000185617,0.63318
744.15,0.000183075,0.63351
744.33,0.000180709,0.63382
744.52,0.000178211,0.63414
744.71,0.000175713,0.63447
744.89,0.000173346,0.63478
745.08,0.00017093,0.63511
745.27,0.000168627,0.63543
745.45,0.000166445,0.63574
745.64,0.000164142,0.63607
745.82,0.00016196,0.63638
746.01,0.000159666,0.63671
746.2,0.000157543,0.63703
746.38,0.000155532,0.63734
746.57,0.000153409,0.63767
746.75,0.000151398,0.63798
746.94,0.000149275,0.63831
747.13,0.000147265,0.63863
747.31,0.000145411,0.63894
747.5,0.000143453,0.63927
747.69,0.000141495,0.63959
747.87,0.000139641,0.6399
748.06,0.000137731,0.64023
748.24,0.000136019,0.64054
748.43,0.000134213,0.64087
748.62,0.000132406,0.64119
748.8,0.000130694,0.6415
748.99,0.000128888,0.64183
749.17,0.000127298,0.64214
749.36,0.000125627,0.64247
749.55,0.000123957,0.64279
749.73,0.000122374,0.6431
749.92,0.000120703,0.64343
750.1,0.000119186,0.64374
750.29,0.000117639,0.64406
750.47,0.000116174,0.64437
750.66,0.000114627,0.6447
750.85,0.000113081,0.64503
751.03,0.000111633,0.64534
751.22,0.000110201,0.64566
751.4,0.000108845,0.64597
751.59,0.000107413,0.6463
751.77,0.000106056,0.64661
751.96,0.000104624,0.64694
752.15,0.000103274,0.64726
752.33,0.000102017,0.64757
752.52,0.000100689,0.6479
752.7,0.0000994316,0.64821
752.89,0.0000981041,0.64853
753.07,0.0000968813,0.64884
753.26,0.0000956483,0.64917
753.45,0.0000944152,0.6495
753.63,0.0000932471,0.64981
753.82,0.000092014,0.65013
754,0.0000908459,0.65044
754.19,0.0000896972,0.65077
754.37,0.0000886089,0.65108
754.56,0.0000874602,0.65141
754.74,0.0000863719,0.65171
754.93,0.0000852232,0.65204
755.11,0.0000841781,0.65235
755.3,0.000083104,0.65268
755.49,0.0000820299,0.653
755.67,0.0000810123,0.65331
755.86,0.0000799381,0.65364
756.04,0.0000789351,0.65395
756.23,0.0000779303,0.65428
756.41,0.0000769783,0.65459
756.6,0.0000759735,0.65491
756.78,0.0000750215,0.65522
756.97,0.0000740167,0.65555
757.15,0.0000731167,0.65586
757.34,0.0000721777,0.65618
757.52,0.0000712882,0.65649
757.71,0.0000703492,0.65682
757.89,0.0000694596,0.65713
758.08,0.0000685469,0.65746
758.26,0.0000677165,0.65777
758.45,0.00006684,0.65809
758.63,0.0000660096,0.6584
758.82,0.0000651331,0.65873
759,0.0000643027,0.65904
759.19,0.0000634852,0.65936
759.37,0.0000627107,0.65967
759.56,0.0000618932,0.66
759.74,0.0000611187,0.66031
759.93,0.0000603012,0.66064
760.11,0.000059558,0.66095
760.3,0.0000587946,0.66127
760.48,0.0000580713,0.66158
760.67,0.0000573079,0.66191
760.85,0.0000565846,0.66222
761.04,0.0000558316,0.66255
761.22,0.0000551555,0.66285
761.41,0.0000544418,0.66318
761.59,0.0000537657,0.66349
761.78,0.000053052,0.66382
761.96,0.0000523759,0.66413
762.15,0.0000516995,0.66445
762.33,0.0000510682,0.66476
762.52,0.0000504019,0.66509
762.7,0.0000497706,0.6654
762.89,0.0000491042,0.66573
763.07,0.0000484894,0.66604
763.26,0.000047868,0.66636
763.44,0.0000472792,0.66667
763.62,0.0000466904,0.66698
763.81,0.0000460689,0.66731
763.99,0.0000454802,0.66762
764.18,0.0000448989,0.66794
764.36,0.0000443504,0.66825
764.55,0.0000437714,0.66858
764.73,0.0000432228,0.66889
764.92,0.0000426438,0.66922
765.1,0.0000421161,0.66953
765.29,0.0000415767,0.66985
765.47,0.0000410657,0.67016
765.65,0.0000405547,0.67047
765.84,0.0000400153,0.6708
766.02,0.0000395081,0.67111
766.21,0.0000390054,0.67143
766.39,0.0000385291,0.67174
766.58,0.0000380264,0.67207
766.76,0.0000375501,0.67238
766.95,0.0000370474,0.67271
767.13,0.0000365945,0.67301
767.31,0.0000361505,0.67332
767.5,0.0000356819,0.67365
767.68,0.0000352379,0.67396
767.87,0.0000347693,0.67429
768.05,0.0000343337,0.6746
768.24,0.0000338966,0.67492
768.42,0.0000334825,0.67523
768.6,0.0000330684,0.67554
768.79,0.0000326313,0.67587
768.97,0.0000322172,0.67618
769.16,0.0000318045,0.6765
769.34,0.0000314178,0.67681
769.52,0.0000310311,0.67712
769.71,0.000030623,0.67745
769.89,0.0000302363,0.67776
770.08,0.0000298393,0.67809
770.26,0.0000294777,0.6784
770.44,0.0000291161,0.67871
770.63,0.0000287345,0.67903
770.81,0.0000283729,0.67934
771,0.0000279912,0.67967
771.18,0.0000276533,0.67998
771.36,0.0000273153,0.68029
771.55,0.0000269585,0.68061
771.73,0.0000266205,0.68092
771.92,0.0000262638,0.68125
772.1,0.0000259382,0.68156
772.28,0.0000256226,0.68187
772.47,0.0000252895,0.6822
772.65,0.0000249739,0.6825
772.84,0.0000246408,0.68283
773.02,0.0000243275,0.68314
773.2,0.0000240331,0.68345
773.39,0.0000237223,0.68378
773.57,0.0000234279,0.68409
773.75,0.0000231335,0.6844
773.94,0.0000228227,0.68472
774.12,0.0000225417,0.68503
774.3,0.0000222672,0.68534
774.49,0.0000219776,0.68567
774.67,0.0000217031,0.68598
774.86,0.0000214134,0.6863
775.04,0.0000211431,0.68661
775.22,0.0000208873,0.68692
775.41,0.0000206172,0.68725
775.59,0.0000203613,0.68756
775.77,0.0000201055,0.68787
775.96,0.0000198354,0.6882
776.14,0.000019593,0.6885
776.32,0.0000193543,0.68881
776.51,0.0000191024,0.68914
776.69,0.0000188638,0.68945
776.87,0.0000186252,0.68976
777.06,0.0000183787,0.69009
777.24,0.0000181562,0.6904
777.42,0.0000179337,0.69071
777.61,0.0000176989,0.69103
777.79,0.0000174764,0.69134
777.97,0.0000172539,0.69165
778.16,0.0000170325,0.69198
778.34,0.0000168251,0.69229
778.52,0.0000166177,0.6926
778.71,0.0000163988,0.69292
778.89,0.0000161913,0.69323
779.07,0.0000159894,0.69354
779.26,0.0000157852,0.69387
779.44,0.0000155918,0.69418
779.62,0.0000153983,0.69449
779.81,0.0000151942,0.69481
779.99,0.0000150007,0.69512
780.17,0.0000148195,0.69543
780.36,0.000014629,0.69576
780.54,0.0000144485,0.69607
780.72,0.000014268,0.69638
780.91,0.0000140775,0.6967
781.09,0.0000139031,0.69701
781.27,0.0000137346,0.69732
781.45,0.0000135662,0.69763
781.64,0.0000133884,0.69796
781.82,0.00001322,0.69827
782,0.0000130515,0.69858
782.19,0.0000128856,0.69891
782.37,0.0000127284,0.69921
782.55,0.0000125712,0.69952
782.73,0.000012414,0.69983
782.92,0.000012248,0.70016
783.1,0.0000120966,0.70047
783.28,0.0000119498,0.70078
783.47,0.0000117948,0.70111
783.65,0.000011648,0.70142
783.83,0.0000115012,0.70172
784.01,0.0000113549,0.70203
784.2,0.00001121,0.70236
784.38,0.0000110728,0.70267
784.56,0.0000109355,0.70298
784.75,0.0000107906,0.70331
784.93,0.0000106534,0.70362
785.11,0.0000105214,0.70393
785.29,0.0000103929,0.70423
785.48,0.0000102572,0.70456
785.66,0.0000101287,0.70487
785.84,0.0000100001,0.70518
786.02,0.00000987251,0.70549
786.21,0.00000974548,0.70582
786.39,0.00000962513,0.70613
786.57,0.00000950479,0.70644
786.75,0.00000938445,0.70674
